Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active
Louisiana,US,2020-05-12 3:32,30.87882871,-91.4148538,184,6,0,178
Georgia,US,2020-05-12 3:32,30.87967778,-84.57619536,109,3,0,106
Georgia,US,2020-05-12 3:32,30.91395822,-82.70432472,29,0,0,29
Georgia,US,2020-05-12 3:32,30.92951916,-81.66601818,37,1,0,36
Georgia,US,2020-05-12 3:32,30.93464824,-84.86823924,34,2,0,32
Texas,US,2020-05-12 3:32,30.96694679,-95.93003775,3,0,0,3
Hubei,China,2020-05-12 3:32,30.9756,112.2707,68134,4512,63616,6
Texas,US,2020-05-12 3:32,31.02539637,-96.51272246,5,0,0,5
Texas,US,2020-05-12 3:32,31.03736027,-97.4785025,220,3,0,217
Georgia,US,2020-05-12 3:32,31.0382857,-83.06472457,11,2,0,9
,Israel,2020-05-12 3:32,31.046051,34.851612,16506,258,11843,4405
Georgia,US,2020-05-12 3:32,31.05449097,-82.42224148,165,12,0,153
Louisiana,US,2020-05-12 3:32,31.07796211,-92.00079449,75,7,0,68
Texas,US,2020-05-12 3:32,31.0879489,-95.1367187,11,0,0,11
Alabama,US,2020-05-12 3:32,31.09389027,-85.83572839,15,0,0,15
Louisiana,US,2020-05-12 3:32,31.10884837,-93.18153838,18,2,0,16
Alabama,US,2020-05-12 3:32,31.1256789,-87.15918694,37,3,0,34
Mississippi,US,2020-05-12 3:32,31.14971548,-90.10446654,41,0,0,41
Alabama,US,2020-05-12 3:32,31.15197924,-85.29939599,107,4,0,103
Georgia,US,2020-05-12 3:32,31.16068491,-83.42947229,32,2,0,30
Mississippi,US,2020-05-12 3:32,31.16078225,-91.31018819,77,9,0,68
Georgia,US,2020-05-12 3:32,31.16568912,-84.73151117,34,0,0,34
Mississippi,US,2020-05-12 3:32,31.17161885,-88.99281835,34,1,0,33
Mississippi,US,2020-05-12 3:32,31.17467303,-90.80501621,38,0,0,38
Mississippi,US,2020-05-12 3:32,31.17507789,-90.40392572,170,10,0,160
Georgia,US,2020-05-12 3:32,31.18810588,-83.7677946,210,10,0,200
Mississippi,US,2020-05-12 3:32,31.18961454,-89.25832496,315,21,0,294
Texas,US,2020-05-12 3:32,31.1925468,-99.34682807,3,0,0,3
Texas,US,2020-05-12 3:32,31.19531316,-98.24206613,8,0,0,8
Georgia,US,2020-05-12 3:32,31.19576557,-81.97743999,26,2,0,24
Louisiana,US,2020-05-12 3:32,31.19778499,-92.52997303,370,13,0,357
Shanghai,China,2020-05-12 3:32,31.202,121.4491,659,7,627,25
Mississippi,US,2020-05-12 3:32,31.20572971,-89.5077704,156,4,0,152
Mississippi,US,2020-05-12 3:32,31.21444233,-88.63922281,6,1,0,5
Georgia,US,2020-05-12 3:32,31.22483255,-84.19381821,352,32,0,320
Mississippi,US,2020-05-12 3:32,31.23132643,-89.8209217,84,7,0,77
Georgia,US,2020-05-12 3:32,31.23279254,-81.53811412,73,1,0,72
,Jordan,2020-05-12 3:32,31.24,36.51,562,9,390,163
Alabama,US,2020-05-12 3:32,31.2477854,-86.45050893,55,1,0,54
Texas,US,2020-05-12 3:32,31.25350609,-96.93630086,6,0,0,6
Texas,US,2020-05-12 3:32,31.25457347,-94.60901487,100,0,0,100
Georgia,US,2020-05-12 3:32,31.27590016,-83.2252992,19,0,0,19
Georgia,US,2020-05-12 3:32,31.29633502,-82.87545866,20,1,0,19
Texas,US,2020-05-12 3:32,31.29872538,-95.9936328,9,0,0,9
Texas,US,2020-05-12 3:32,31.31925973,-95.42226208,13,0,0,13
Georgia,US,2020-05-12 3:32,31.32155345,-84.90255207,226,26,0,200
Texas,US,2020-05-12 3:32,31.32323325,-103.6903896,7,0,0,7
Texas,US,2020-05-12 3:32,31.32635934,-99.86473038,1,0,0,1
Georgia,US,2020-05-12 3:32,31.32669878,-84.44218806,33,2,0,31
Texas,US,2020-05-12 3:32,31.34318809,-93.85440451,2,0,0,2
Georgia,US,2020-05-12 3:32,31.35928155,-82.21598442,67,4,0,63
Texas,US,2020-05-12 3:32,31.39078397,-97.79936155,208,2,0,206
Texas,US,2020-05-12 3:32,31.39457611,-94.17000399,21,1,0,20
Alabama,US,2020-05-12 3:32,31.39932826,-85.98901039,150,0,0,150
Texas,US,2020-05-12 3:32,31.40464436,-100.462443,84,1,0,83
Alabama,US,2020-05-12 3:32,31.4092794,-88.20689944,54,2,0,52
Alabama,US,2020-05-12 3:32,31.43037123,-85.61095742,45,0,0,45
Texas,US,2020-05-12 3:32,31.43052248,-102.5143314,2,0,0,2
Alabama,US,2020-05-12 3:32,31.43401703,-86.99320044,14,0,0,14
Louisiana,US,2020-05-12 3:32,31.44817835,-91.63814433,43,4,0,39
Georgia,US,2020-05-12 3:32,31.45743864,-83.5236119,157,6,0,151
Mississippi,US,2020-05-12 3:32,31.47669768,-91.35326037,160,13,0,147
Mississippi,US,2020-05-12 3:32,31.47786634,-90.89672989,18,1,0,17
Georgia,US,2020-05-12 3:32,31.49683595,-81.40163426,7,0,0,7
Alabama,US,2020-05-12 3:32,31.51148016,-85.24267944,30,1,0,29
Arizona,US,2020-05-12 3:32,31.52508998,-110.8479088,45,0,0,45
Georgia,US,2020-05-12 3:32,31.53169785,-84.62725131,117,5,0,112
Mississippi,US,2020-05-12 3:32,31.53288662,-90.45391915,186,14,0,172
Georgia,US,2020-05-12 3:32,31.53328528,-84.21722377,1609,128,0,1481
Texas,US,2020-05-12 3:32,31.5454767,-96.58095444,15,1,0,14
Georgia,US,2020-05-12 3:32,31.54892966,-82.8549206,177,10,0,167
Mississippi,US,2020-05-12 3:32,31.55147224,-90.10841127,66,0,0,66
Georgia,US,2020-05-12 3:32,31.55162306,-83.85090513,183,13,0,170
Georgia,US,2020-05-12 3:32,31.5521809,-81.91894878,13,0,0,13
Texas,US,2020-05-12 3:32,31.55255453,-97.20217694,94,4,0,90
Georgia,US,2020-05-12 3:32,31.55456473,-82.45936528,43,1,0,42
Louisiana,US,2020-05-12 3:32,31.56388699,-93.55433981,19,1,0,18
Alabama,US,2020-05-12 3:32,31.56729412,-87.36995001,15,1,0,14
Mississippi,US,2020-05-12 3:32,31.56884708,-89.8267099,55,1,0,54
Louisiana,US,2020-05-12 3:32,31.59882456,-92.56124347,18,0,0,18
Georgia,US,2020-05-12 3:32,31.60213036,-83.27501387,22,1,0,21
Texas,US,2020-05-12 3:32,31.62017125,-94.61803994,211,9,0,202
Georgia,US,2020-05-12 3:32,31.62221166,-84.97713865,27,3,0,24
Mississippi,US,2020-05-12 3:32,31.62257767,-89.168969,249,5,0,244
Mississippi,US,2020-05-12 3:32,31.63225413,-89.55389939,93,1,0,92
Mississippi,US,2020-05-12 3:32,31.64135687,-88.69573913,28,0,0,28
Louisiana,US,2020-05-12 3:32,31.66778967,-91.84526385,85,3,0,82
Louisiana,US,2020-05-12 3:32,31.67884782,-92.15907765,33,0,0,33
Alabama,US,2020-05-12 3:32,31.68099859,-87.83548597,63,1,0,62
Tibet,China,2020-05-12 3:32,31.6927,88.0924,1,0,1,0
Texas,US,2020-05-12 3:32,31.70422788,-96.15072516,7,0,0,7
Texas,US,2020-05-12 3:32,31.70470573,-98.11083887,7,0,0,7
Georgia,US,2020-05-12 3:32,31.71612656,-83.62069378,78,12,0,66
Louisiana,US,2020-05-12 3:32,31.72321584,-93.09816516,100,9,0,91
Alabama,US,2020-05-12 3:32,31.72941803,-86.31593104,43,1,0,42
Mississippi,US,2020-05-12 3:32,31.73397872,-91.03764977,31,0,0,31
Georgia,US,2020-05-12 3:32,31.74847232,-82.28909114,93,10,0,83
Georgia,US,2020-05-12 3:32,31.75218791,-81.74952375,5,0,0,5
Alabama,US,2020-05-12 3:32,31.75300095,-86.68057478,196,6,0,190
Georgia,US,2020-05-12 3:32,31.76095874,-83.22145359,40,0,0,40
Georgia,US,2020-05-12 3:32,31.76622818,-84.75732369,168,21,0,147
Texas,US,2020-05-12 3:32,31.76736834,-99.45240766,2,0,0,2
Texas,US,2020-05-12 3:32,31.76980765,-106.2363275,1340,33,0,1307
Texas,US,2020-05-12 3:32,31.77430356,-98.99907113,38,6,0,32
Georgia,US,2020-05-12 3:32,31.77527543,-84.44069698,197,23,0,174
Georgia,US,2020-05-12 3:32,31.7793306,-84.14324253,340,22,0,318
,Morocco,2020-05-12 3:32,31.7917,-7.0926,6281,188,2811,3282
Texas,US,2020-05-12 3:32,31.79211404,-94.14550696,152,5,0,147
Alabama,US,2020-05-12 3:32,31.80396383,-85.9408295,99,0,0,99
Georgia,US,2020-05-12 3:32,31.80405727,-82.6372487,24,1,0,23
Texas,US,2020-05-12 3:32,31.81534745,-95.65354823,41,0,0,41
Anhui,China,2020-05-12 3:32,31.8257,117.2264,991,6,985,0
Georgia,US,2020-05-12 3:32,31.82588896,-81.49251135,44,0,0,44
Texas,US,2020-05-12 3:32,31.8314342,-99.97616148,2,0,0,2
Texas,US,2020-05-12 3:32,31.837258,-95.16559897,20,1,0,19
Texas,US,2020-05-12 3:32,31.85008651,-103.0485163,3,0,0,3
Georgia,US,2020-05-12 3:32,31.86728114,-85.01773177,6,1,0,5
Alabama,US,2020-05-12 3:32,31.868263,-85.3871286,61,1,0,60
Texas,US,2020-05-12 3:32,31.86898877,-102.5429428,99,4,0,95
Texas,US,2020-05-12 3:32,31.86904128,-102.0315682,101,11,0,90
Texas,US,2020-05-12 3:32,31.86942909,-101.5207776,1,0,0,1
Mississippi,US,2020-05-12 3:32,31.86977774,-90.44565118,163,1,0,162
Arizona,US,2020-05-12 3:32,31.87934684,-109.7516088,42,1,0,41
Texas,US,2020-05-12 3:32,31.88911733,-100.5297533,1,0,0,1
Texas,US,2020-05-12 3:32,31.89978581,-97.63613524,5,0,0,5
Mississippi,US,2020-05-12 3:32,31.91282117,-89.91716179,62,0,0,62
New Mexico,US,2020-05-12 3:32,31.91383467,-108.7151824,0,0,0,0
Georgia,US,2020-05-12 3:32,31.92289565,-83.76811843,185,7,0,178
Georgia,US,2020-05-12 3:32,31.92829517,-82.93491155,28,0,0,28
Louisiana,US,2020-05-12 3:32,31.94449367,-92.63789413,52,2,0,50
Texas,US,2020-05-12 3:32,31.94854689,-98.55876441,3,1,0,2
,West Bank and Gaza,2020-05-12 3:32,31.9522,35.2332,375,2,301,72
Mississippi,US,2020-05-12 3:32,31.97061673,-90.90702196,41,0,0,41
Georgia,US,2020-05-12 3:32,31.97496928,-83.43438555,95,12,0,83
Alabama,US,2020-05-12 3:32,31.98773215,-87.30891118,85,4,0,81
Texas,US,2020-05-12 3:32,31.99045053,-97.13423143,19,1,0,18
Georgia,US,2020-05-12 3:32,32.00043026,-81.12489526,311,13,0,298
Louisiana,US,2020-05-12 3:32,32.00760749,-91.32915234,6,0,0,6
Georgia,US,2020-05-12 3:32,32.00979311,-81.44002948,60,4,0,56
Mississippi,US,2020-05-12 3:32,32.01744532,-89.50644846,104,6,0,98
Mississippi,US,2020-05-12 3:32,32.01922104,-89.11786866,89,2,0,87
Alabama,US,2020-05-12 3:32,32.02227341,-88.2656443,67,0,0,67
Georgia,US,2020-05-12 3:32,32.03650571,-84.19821492,400,33,0,367
Georgia,US,2020-05-12 3:32,32.04066113,-84.54742852,10,2,0,8
Mississippi,US,2020-05-12 3:32,32.04158545,-88.6889622,84,8,0,76
Texas,US,2020-05-12 3:32,32.04620681,-96.47428766,36,2,0,34
Georgia,US,2020-05-12 3:32,32.04785085,-82.05539188,9,0,0,9
Louisiana,US,2020-05-12 3:32,32.05457447,-93.74130302,215,14,0,201
Georgia,US,2020-05-12 3:32,32.07996777,-84.83208037,34,0,0,34
Louisiana,US,2020-05-12 3:32,32.0902519,-92.11752148,48,0,0,48
Louisiana,US,2020-05-12 3:32,32.09530039,-93.34213308,36,6,0,30
Arizona,US,2020-05-12 3:32,32.0971334,-111.7890033,1602,134,0,1468
Alabama,US,2020-05-12 3:32,32.10030533,-85.71265535,26,1,0,25
Texas,US,2020-05-12 3:32,32.10773545,-94.76176432,40,1,0,39
Georgia,US,2020-05-12 3:32,32.12009104,-82.72574721,5,0,0,5
Georgia,US,2020-05-12 3:32,32.12059861,-82.32957247,40,4,0,36
Louisiana,US,2020-05-12 3:32,32.13675181,-91.67589857,208,4,0,204
Georgia,US,2020-05-12 3:32,32.15328841,-81.8870105,5,0,0,5
Georgia,US,2020-05-12 3:32,32.15630737,-83.79746561,146,12,0,134
Alabama,US,2020-05-12 3:32,32.1597283,-86.65158371,103,6,0,97
Texas,US,2020-05-12 3:32,32.1639596,-94.30552481,162,8,0,154
Georgia,US,2020-05-12 3:32,32.17201038,-82.53527476,4,0,0,4
Georgia,US,2020-05-12 3:32,32.17265114,-83.16948926,34,1,0,33
New Mexico,US,2020-05-12 3:32,32.18179341,-107.7508826,8,1,0,7
Texas,US,2020-05-12 3:32,32.21128872,-95.85846587,41,0,0,41
Alabama,US,2020-05-12 3:32,32.2206831,-86.20969272,642,15,0,627
Georgia,US,2020-05-12 3:32,32.23334561,-83.4754996,34,1,0,33
Texas,US,2020-05-12 3:32,32.23602653,-98.21773417,14,1,0,13
Alabama,US,2020-05-12 3:32,32.24767634,-87.78796182,83,4,0,79
Mississippi,US,2020-05-12 3:32,32.26469147,-89.94537876,251,6,0,245
Georgia,US,2020-05-12 3:32,32.2654021,-84.31258912,15,1,0,14
Mississippi,US,2020-05-12 3:32,32.2656285,-90.44435448,675,15,0,660
Alabama,US,2020-05-12 3:32,32.28725256,-85.18415324,81,0,0,81
Texas,US,2020-05-12 3:32,32.29760619,-99.37326312,6,1,0,5
Texas,US,2020-05-12 3:32,32.30163422,-99.89007449,208,6,0,202
Louisiana,US,2020-05-12 3:32,32.30251776,-92.55692092,67,5,0,62
Texas,US,2020-05-12 3:32,32.30365282,-100.4060208,2,0,0,2
Texas,US,2020-05-12 3:32,32.30468633,-102.6376548,21,0,0,21
Texas,US,2020-05-12 3:32,32.30600051,-101.9513518,3,1,0,2
Texas,US,2020-05-12 3:32,32.30621324,-101.4356444,6,1,0,5
Texas,US,2020-05-12 3:32,32.30623474,-100.9212058,1,0,0,1
Bermuda,United Kingdom,2020-05-12 3:32,32.3078,-64.7505,119,8,66,45
Alabama,US,2020-05-12 3:32,32.32688101,-87.1086671,122,3,0,119
Texas,US,2020-05-12 3:32,32.32743996,-98.83243566,3,0,0,3
Georgia,US,2020-05-12 3:32,32.34341231,-84.78809239,14,0,0,14
Louisiana,US,2020-05-12 3:32,32.34569994,-93.05398492,77,20,0,57
Georgia,US,2020-05-12 3:32,32.3483402,-84.52733571,40,1,0,39
Texas,US,2020-05-12 3:32,32.34894117,-96.79371841,211,11,0,200
Georgia,US,2020-05-12 3:32,32.35207048,-84.04234127,84,5,0,79
New Mexico,US,2020-05-12 3:32,32.35275771,-106.8329387,245,2,0,243
Mississippi,US,2020-05-12 3:32,32.35810271,-90.83352619,117,2,0,115
Georgia,US,2020-05-12 3:32,32.36616021,-81.34280942,38,1,0,37
Louisiana,US,2020-05-12 3:32,32.36918118,-91.23973355,13,0,0,13
Texas,US,2020-05-12 3:32,32.37474036,-95.2717568,174,3,0,171
Texas,US,2020-05-12 3:32,32.37877812,-97.36615819,103,4,0,99
Alabama,US,2020-05-12 3:32,32.38759944,-85.69267724,49,2,0,47
South Carolina,US,2020-05-12 3:32,32.39226291,-80.72619758,280,12,0,268
Georgia,US,2020-05-12 3:32,32.39577406,-81.74811421,44,2,0,42
Mississippi,US,2020-05-12 3:32,32.40021118,-89.11843336,142,1,0,141
Georgia,US,2020-05-12 3:32,32.40209349,-82.07702563,9,0,0,9
Mississippi,US,2020-05-12 3:32,32.40419769,-88.66229662,492,44,0,448
Georgia,US,2020-05-12 3:32,32.40422134,-82.56904553,5,0,0,5
Mississippi,US,2020-05-12 3:32,32.4067041,-89.53789439,462,6,0,456
Louisiana,US,2020-05-12 3:32,32.41391005,-91.76634876,103,1,0,102
,Iran,2020-05-12 3:32,32.427908,53.688046,109286,6685,87422,15179
Texas,US,2020-05-12 3:32,32.42990927,-97.83242024,22,3,0,19
South Carolina,US,2020-05-12 3:32,32.43171982,-81.02487495,25,1,0,24
Georgia,US,2020-05-12 3:32,32.43829035,-83.33035166,29,0,0,29
Georgia,US,2020-05-12 3:32,32.45802497,-83.66879087,285,15,0,270
Georgia,US,2020-05-12 3:32,32.46325233,-82.92221316,82,1,0,81
New Mexico,US,2020-05-12 3:32,32.47167456,-104.3053527,14,1,0,13
Louisiana,US,2020-05-12 3:32,32.47645559,-92.15704172,842,25,0,817
Texas,US,2020-05-12 3:32,32.47940482,-94.81591935,118,0,0,118
Georgia,US,2020-05-12 3:32,32.50931999,-84.87142262,377,14,0,363
Alabama,US,2020-05-12 3:32,32.53952745,-86.64408227,84,4,0,80
Texas,US,2020-05-12 3:32,32.54935988,-94.36934071,186,9,0,177
Georgia,US,2020-05-12 3:32,32.55792548,-84.25077141,21,2,0,19
Texas,US,2020-05-12 3:32,32.56483801,-95.83766469,18,1,0,17
Georgia,US,2020-05-12 3:32,32.56934316,-83.82937,63,2,0,61
Louisiana,US,2020-05-12 3:32,32.57991587,-93.88375652,1765,132,0,1633
Alabama,US,2020-05-12 3:32,32.59117397,-88.19916205,106,4,0,102
Georgia,US,2020-05-12 3:32,32.59221302,-82.30239915,24,1,0,23
Alabama,US,2020-05-12 3:32,32.59785413,-86.14415284,152,4,0,148
Texas,US,2020-05-12 3:32,32.5991417,-96.28734728,120,1,0,119
Louisiana,US,2020-05-12 3:32,32.6003154,-92.6659741,107,11,0,96
Alabama,US,2020-05-12 3:32,32.60154883,-85.35132246,429,30,0,399
New Mexico,US,2020-05-12 3:32,32.61348406,-105.7417604,12,0,0,12
Mississippi,US,2020-05-12 3:32,32.63389156,-90.03513564,466,12,0,454
Alabama,US,2020-05-12 3:32,32.64048341,-87.29770589,19,0,0,19
Georgia,US,2020-05-12 3:32,32.67435595,-83.43078662,8,0,0,8
Louisiana,US,2020-05-12 3:32,32.67932307,-93.60460152,312,21,0,291
Georgia,US,2020-05-12 3:32,32.69642758,-84.53351366,27,1,0,26
Georgia,US,2020-05-12 3:32,32.70211082,-82.66166794,67,2,0,65
Louisiana,US,2020-05-12 3:32,32.70847669,-93.33121835,100,4,0,96
Georgia,US,2020-05-12 3:32,32.71391813,-83.98061238,18,0,0,18
Texas,US,2020-05-12 3:32,32.73553157,-98.83631615,1,0,0,1
Texas,US,2020-05-12 3:32,32.73587756,-99.35401337,1,0,0,1
Texas,US,2020-05-12 3:32,32.73706798,-94.93999853,17,0,0,17
Georgia,US,2020-05-12 3:32,32.73709786,-84.90538572,67,2,0,65
New Mexico,US,2020-05-12 3:32,32.73911281,-108.3827845,15,0,0,15
Louisiana,US,2020-05-12 3:32,32.73926954,-91.23425694,23,0,0,23
Texas,US,2020-05-12 3:32,32.73997145,-99.87861576,95,0,0,95
Texas,US,2020-05-12 3:32,32.74055318,-102.6353295,3,0,0,3
Texas,US,2020-05-12 3:32,32.74255572,-101.9477242,30,1,0,29
Texas,US,2020-05-12 3:32,32.74613808,-100.9162664,2,0,0,2
Georgia,US,2020-05-12 3:32,32.74976524,-81.60779441,17,1,0,16
Texas,US,2020-05-12 3:32,32.75310985,-98.31319001,9,2,0,7
Mississippi,US,2020-05-12 3:32,32.75339664,-89.11726492,320,15,0,305
Mississippi,US,2020-05-12 3:32,32.7536828,-89.52402044,307,4,0,303
Mississippi,US,2020-05-12 3:32,32.75462946,-88.64105766,93,6,0,87
Alabama,US,2020-05-12 3:32,32.76039258,-87.63284988,72,2,0,70
Texas,US,2020-05-12 3:32,32.76670599,-96.7779605,6123,145,0,5978
Arizona,US,2020-05-12 3:32,32.76895712,-113.9066674,199,3,0,196
Texas,US,2020-05-12 3:32,32.77143818,-97.29101614,3695,103,0,3592
South Carolina,US,2020-05-12 3:32,32.77419582,-81.13845571,28,1,0,27
Texas,US,2020-05-12 3:32,32.77757172,-97.80500621,45,0,0,45
Mississippi,US,2020-05-12 3:32,32.77890365,-90.39656148,169,2,0,167
Louisiana,US,2020-05-12 3:32,32.78550125,-91.461201,5,0,0,5
Texas,US,2020-05-12 3:32,32.78722382,-95.38236368,14,0,0,14
New Mexico,US,2020-05-12 3:32,32.79215361,-103.4123733,15,0,0,15
Georgia,US,2020-05-12 3:32,32.79248718,-81.96040187,17,1,0,16
Texas,US,2020-05-12 3:32,32.79868409,-94.3566123,15,0,0,15
Georgia,US,2020-05-12 3:32,32.80291082,-83.17140684,40,3,0,37
Georgia,US,2020-05-12 3:32,32.80904227,-83.70489165,370,15,0,355
Louisiana,US,2020-05-12 3:32,32.81686191,-91.80421614,65,5,0,60
Louisiana,US,2020-05-12 3:32,32.82308512,-92.99526883,59,9,0,50
South Carolina,US,2020-05-12 3:32,32.82487866,-79.96512315,491,11,0,480
Louisiana,US,2020-05-12 3:32,32.83121059,-92.3749373,169,10,0,159
Alabama,US,2020-05-12 3:32,32.85044126,-86.7173256,67,1,0,66
Alabama,US,2020-05-12 3:32,32.85504247,-87.95684022,73,3,0,70
Alabama,US,2020-05-12 3:32,32.86698258,-85.79833053,328,42,0,286
Texas,US,2020-05-12 3:32,32.87109387,-95.79232691,2,0,0,2
South Carolina,US,2020-05-12 3:32,32.87582989,-80.67641292,32,4,0,28
Georgia,US,2020-05-12 3:32,32.87920671,-84.30024826,250,24,0,226
Mississippi,US,2020-05-12 3:32,32.88149103,-90.8159538,5,0,0,5
Texas,US,2020-05-12 3:32,32.89779518,-96.40771592,104,5,0,99
Arizona,US,2020-05-12 3:32,32.90525627,-111.3449483,620,19,0,601
Alabama,US,2020-05-12 3:32,32.91360079,-85.39072749,319,21,0,298
Arizona,US,2020-05-12 3:32,32.93166885,-109.8882178,19,0,0,19
Alabama,US,2020-05-12 3:32,32.93690146,-86.24847739,33,1,0,32
Georgia,US,2020-05-12 3:32,32.96711864,-82.79357039,57,1,0,56
Jiangsu,China,2020-05-12 3:32,32.9711,119.455,653,0,653,0
Texas,US,2020-05-12 3:32,32.97195142,-94.97790104,7,0,0,7
South Carolina,US,2020-05-12 3:32,32.98837386,-81.35321066,26,3,0,23
Alabama,US,2020-05-12 3:32,32.99642064,-87.1251146,46,1,0,45
Georgia,US,2020-05-12 3:32,33.014289,-83.92097166,35,4,0,31
Georgia,US,2020-05-12 3:32,33.02512137,-83.56019163,30,0,0,30
Georgia,US,2020-05-12 3:32,33.03349196,-85.02812115,190,5,0,185
California,US,2020-05-12 3:32,33.03484597,-116.7365326,5065,175,0,4890
California,US,2020-05-12 3:32,33.0393082,-115.3669042,564,12,0,552
Georgia,US,2020-05-12 3:32,33.04163534,-84.68859732,66,1,0,65
Georgia,US,2020-05-12 3:32,33.05867328,-82.41609057,17,1,0,16
Georgia,US,2020-05-12 3:32,33.05917989,-81.99928721,109,4,0,105
Georgia,US,2020-05-12 3:32,33.06882326,-83.24701748,275,13,0,262
Texas,US,2020-05-12 3:32,33.07499881,-94.34646905,20,0,0,20
Georgia,US,2020-05-12 3:32,33.07841647,-84.14263877,40,1,0,39
South Carolina,US,2020-05-12 3:32,33.0794369,-80.40502652,108,3,0,105
Mississippi,US,2020-05-12 3:32,33.08658803,-89.57838564,196,4,0,192
Mississippi,US,2020-05-12 3:32,33.08747908,-89.03391385,66,0,0,66
Georgia,US,2020-05-12 3:32,33.09310242,-84.38790389,44,2,0,42
Mississippi,US,2020-05-12 3:32,33.11009499,-88.56949061,105,2,0,103
Texas,US,2020-05-12 3:32,33.11304005,-94.73255695,9,0,0,9
Mississippi,US,2020-05-12 3:32,33.12345854,-90.08923538,223,19,0,204
Texas,US,2020-05-12 3:32,33.12351514,-96.08551032,57,3,0,54
Mississippi,US,2020-05-12 3:32,33.12825718,-90.52252707,34,4,0,30
New Mexico,US,2020-05-12 3:32,33.13028233,-107.1925893,1,0,0,1
Texas,US,2020-05-12 3:32,33.14875072,-95.56351139,8,0,0,8
Arkansas,US,2020-05-12 3:32,33.16887091,-92.59746952,76,4,0,72
Texas,US,2020-05-12 3:32,33.17320212,-102.8276433,2,0,0,2
Texas,US,2020-05-12 3:32,33.17402785,-102.3354521,12,0,0,12
Texas,US,2020-05-12 3:32,33.17653242,-95.21917243,3,0,0,3
Texas,US,2020-05-12 3:32,33.17657705,-101.8162849,5,1,0,4
Texas,US,2020-05-12 3:32,33.17659707,-98.68790885,4,1,0,3
Texas,US,2020-05-12 3:32,33.17969345,-101.2984114,3,0,0,3
Texas,US,2020-05-12 3:32,33.18820114,-96.57264368,918,28,0,890
Arkansas,US,2020-05-12 3:32,33.19153461,-91.7698471,18,0,0,18
South Carolina,US,2020-05-12 3:32,33.20222596,-79.94654523,195,15,0,180
Texas,US,2020-05-12 3:32,33.20521901,-97.11691153,922,25,0,897
Arkansas,US,2020-05-12 3:32,33.21230701,-93.22642793,15,2,0,13
Texas,US,2020-05-12 3:32,33.21339719,-94.96797273,35,0,0,35
Arizona,US,2020-05-12 3:32,33.21498827,-109.2405279,2,0,0,2
Texas,US,2020-05-12 3:32,33.21570665,-97.65460265,30,2,0,28
South Carolina,US,2020-05-12 3:32,33.21927586,-81.05659969,16,0,0,16
,Iraq,2020-05-12 3:32,33.223191,43.679291,2818,110,1790,918
Georgia,US,2020-05-12 3:32,33.22879932,-82.61297636,1,0,0,1
Texas,US,2020-05-12 3:32,33.23377248,-98.17283469,4,0,0,4
Arkansas,US,2020-05-12 3:32,33.24116713,-93.60677071,9,1,0,8
Georgia,US,2020-05-12 3:32,33.26310031,-84.28013991,237,11,0,226
Arkansas,US,2020-05-12 3:32,33.26458973,-91.29539209,10,0,0,10
South Carolina,US,2020-05-12 3:32,33.26679302,-81.43584352,33,0,0,33
Alabama,US,2020-05-12 3:32,33.26879845,-86.66232561,370,17,0,353
Alabama,US,2020-05-12 3:32,33.26984193,-85.85836077,27,1,0,26
Georgia,US,2020-05-12 3:32,33.2721566,-82.99766919,128,3,0,125
Alabama,US,2020-05-12 3:32,33.28094866,-88.08818103,70,2,0,68
Georgia,US,2020-05-12 3:32,33.2830945,-83.9543504,189,17,0,172
Mississippi,US,2020-05-12 3:32,33.28392041,-90.94196237,85,3,0,82
Alabama,US,2020-05-12 3:32,33.28726072,-87.52556818,284,4,0,280
Alabama,US,2020-05-12 3:32,33.29526734,-85.45708831,111,7,0,104
Georgia,US,2020-05-12 3:32,33.29686567,-85.12886832,15,1,0,14
Arkansas,US,2020-05-12 3:32,33.31403423,-93.89285258,37,1,0,36
Georgia,US,2020-05-12 3:32,33.31535543,-83.68844964,25,0,0,25
Georgia,US,2020-05-12 3:32,33.32056115,-83.37552891,58,6,0,52
Mississippi,US,2020-05-12 3:32,33.34598242,-89.24809382,16,2,0,14
Arizona,US,2020-05-12 3:32,33.34835867,-112.4918154,5988,250,0,5738
Georgia,US,2020-05-12 3:32,33.35334302,-84.76129976,278,4,0,274
Georgia,US,2020-05-12 3:32,33.35777107,-82.07026432,449,16,0,433
New Mexico,US,2020-05-12 3:32,33.36406072,-104.4665365,27,2,0,25
Alabama,US,2020-05-12 3:32,33.37823223,-86.16886178,73,2,0,71
Texas,US,2020-05-12 3:32,33.38570922,-95.66921122,1,0,0,1
Georgia,US,2020-05-12 3:32,33.41146451,-82.67795848,15,0,0,15
Georgia,US,2020-05-12 3:32,33.41357794,-84.49089434,201,12,0,189
Mississippi,US,2020-05-12 3:32,33.42491685,-88.87905132,89,4,0,85
South Carolina,US,2020-05-12 3:32,33.43443342,-79.33202141,51,3,0,48
